CAS_Number,Chemical_Name,Reactive_Group_IDs,Reactive_Groups
87-84-3,PENTABROMOCHLOROCYCLOHEXANE,31,Halogenated Organic Compounds
87-86-5,PENTACHLOROPHENOL,16;55,Aryl Halides;Phenols and Cresols
87-90-1,"TRICHLORO-S-TRIAZINETRIONE, DRY",7;32;50;60,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenating Agents;Oxidizing Agents, Strong;Salts, Acidic"
872-10-6,DIAMYL SULFIDE,64,"Sulfides, Organic"
874-42-0,"2,4-DICHLOROBENZALDEHYDE",9;16;31,Aldehydes;Aryl Halides;Halogenated Organic Compounds
87495-30-5,RESORCINE BLUE,55,Phenols and Cresols
877-08-7,"TETRACHLORO-O-XYLENE, [SOLID]",16,Aryl Halides
879-39-0,"2,3,4,5-TETRACHLORONITROBENZENE",16;46,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
88-05-1,"ANILINE, 2,4,6-TRIMETHYL-",13,"Amines, Aromatic"
88-06-2,"2,4,6-TRICHLOROPHENOL",5;16;55,"Acids, Weak;Aryl Halides;Phenols and Cresols"
88-17-5,2-TRIFLUOROMETHYLANILINE,13;30,"Amines, Aromatic;Fluorinated Organic Compounds"
88-21-1,2-AMINOBENZENE SULFONIC ACID,5;13,"Acids, Weak;Amines, Aromatic"
88-23-3,6-AMINO-4-CHLORO-1-PHENOL-2-SULFONIC ACID,5;13;16;55;66,"Acids, Weak;Amines, Aromatic;Aryl Halides;Phenols and Cresols;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
88-60-8,MONO-TERT-BUTYL-M-CRESOL,55,Phenols and Cresols
88-69-7,O-ISOPROPYL PHENOL,55,Phenols and Cresols
88-73-3,O-NITROCHLOROBENZENE,16;46,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
88-74-4,O-NITROANILINE,13;46,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
88-75-5,2-NITROPHENOL,46;55,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols"
88-85-7,DINOSEB,46;55,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols"
88-89-1,"PICRIC ACID, WETTED WITH NOT LESS THAN 30% WATER BY MASS",46;55;68,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols;Water and Aqueous Solutions"
88-96-0,PHTHALAMIDE,12,Amides and Imides
88-99-3,PHTHALIC ACID,2;35,"Acids, Carboxylic;Hydrocarbons, Aromatic"
881-03-8,1-NITRO-2-METHYLNAPHTHALENE,35;46,"Hydrocarbons, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
88374-25-8,N-ETHYL-2-METHYL-4-NITROANILINE,13;46,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
88671-89-0,MYCLOBUTANIL,14;16;45,"Amines, Phosphines, and Pyridines;Aryl Halides;Nitriles"
89-40-7,4-NITROPHTHALIMIDE,14;46,"Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
89-57-6,5-AMINOSALICYLIC ACID,2;13;55,"Acids, Carboxylic;Amines, Aromatic;Phenols and Cresols"
89-58-7,"1,4-DIMETHYL-2-NITROBENZENE",46,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
89-62-3,4-METHYL-2-NITROANILINE,13;46,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
89-63-4,4-CHLORO-2-NITROANILINE,13;16;46,"Amines, Aromatic;Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
89-69-0,"2,4,5-TRICHLORONITROBENZENE",16;46,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
89-72-5,O-SEC-BUTYLPHENOL,55,Phenols and Cresols
89-78-1,"D,L-MENTHOL",8,Alcohols and Polyols
89-87-2,"1,3-DIMETHYL-4-NITROBENZENE",46,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
89-97-4,2-CHLOROBENZYLAMINE,14;16,"Amines, Phosphines, and Pyridines;Aryl Halides"
89-98-5,2-CHLOROBENZALDEHYDE,9;16;31,Aldehydes;Aryl Halides;Halogenated Organic Compounds
90-04-0,O-ANISIDINE,13;28,"Amines, Aromatic;Ethers"
90-05-1,O-METHOXYPHENOL,28;55,Ethers;Phenols and Cresols
90-12-0,1-METHYLNAPHTHALENE,35,"Hydrocarbons, Aromatic"
90-13-1,1-CHLORONAPHTHALENE,16,Aryl Halides
90-30-2,N-PHENYL-1-NAPHTHYLAMINE,14,"Amines, Phosphines, and Pyridines"
90-33-5,BETA-METHYLUMBELLIFERONE,27;55,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Phenols and Cresols"
90-41-5,2-AMINOBIPHENYL,13,"Amines, Aromatic"
90-43-7,2-PHENYLPHENOL,55,Phenols and Cresols
90-45-9,9-AMINOACRIDINE,14;35,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic"
90-72-2,"2,4,6-TRIDIMETHYLAMINOMETHYL PHENOL",14;55,"Amines, Phosphines, and Pyridines;Phenols and Cresols"
90-94-8,MICHLER&#39;S KETONE,14;38,"Amines, Phosphines, and Pyridines;Ketones"
900-95-8,"STANNANE, ACETOXYTRIPHENYL-",49,Organometallics
9000-01-5,GUM ARABIC,8;28,Alcohols and Polyols;Ethers
9000-16-2,DAMMAR RESIN,2;34,"Acids, Carboxylic;Hydrocarbons, Aliphatic Unsaturated"
9000-30-0,GUAR GUM,8;28,Alcohols and Polyols;Ethers
9000-40-2,LOCUST BEAN GUM,8;28,Alcohols and Polyols;Ethers
9002-86-2,POLYVINYL CHLORIDE LATEX,31;68,Halogenated Organic Compounds;Water and Aqueous Solutions
9002-88-4,POLYETHYLENE AS,33,"Hydrocarbons, Aliphatic Saturated"
9002-89-5,POLYVINYL ALCOHOL,8,Alcohols and Polyols
9002-92-0,DODECYL ALCOHOL ETHOXYLATE,8;28,Alcohols and Polyols;Ethers
9003-07-0,POLYPROPYLENE,33,"Hydrocarbons, Aliphatic Saturated"
9003-29-6,POLYBUTENE,34,"Hydrocarbons, Aliphatic Unsaturated"
9003-39-8,POLYVINYLPYRROLIDONE,14,"Amines, Phosphines, and Pyridines"
9003-53-6,"POLYSTYRENE BEADS, EXPANDABLE",35,"Hydrocarbons, Aromatic"
9004-34-6,CELLULOSE,8;28,Alcohols and Polyols;Ethers
9004-66-4,IRON DEXTRAN,1;47;68,"Acetals, Ketals, Hemiacetals, and Hemiketals;Non-Redox-Active Inorganic Compounds;Water and Aqueous Solutions"
9004-70-0,COLLODION,1;8;28;46;68,"Acetals, Ketals, Hemiacetals, and Hemiketals;Alcohols and Polyols;Ethers;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Water and Aqueous Solutions"
9005-25-8,STARCH,8;28,Alcohols and Polyols;Ethers
9006-42-2,METIRAM,67,Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts
9007-13-0,CALCIUM RESINATE,58,"Reducing Agents, Strong"
9008-34-8,MANGANESE RESINATE,58,"Reducing Agents, Strong"
9010-69-9,ZINC RESINATE,58,"Reducing Agents, Strong"
9016-00-6,DIMETHYLPOLYSILOXANE,62,Siloxanes
9016-87-9,POLYMERIC DIPHENYLMETHANE DIISOCYANATE,37,Isocyanates and Isothiocyanates
90454-18-5,"DICHLORO-1,1,2-TRIFLUOROETHANE",30,Fluorinated Organic Compounds
9056-38-6,"NITROSTARCH, WETTED WITH NOT LESS THAN 20% WATER",28;46;68,"Ethers;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Water and Aqueous Solutions"
9080-17-5,"AMMONIUM POLYSULFIDE, SOLUTION",18;63;68,"Bases, Strong;Sulfides, Inorganic;Water and Aqueous Solutions"
90982-32-4,CHLORIMURON ETHYL,14;16;27;66,"Amines, Phosphines, and Pyridines;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
91-20-3,NAPHTHALENE,18;35,"Bases, Strong;Hydrocarbons, Aromatic"
91-44-1,7-DIETHYLAMINO-4-METHYLCOUMARIN,14;27,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
91-53-2,ETHOXYQUIN,14;28;34;56,"Amines, Phosphines, and Pyridines;Ethers;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds"
91-58-7,2-CHLORONAPHTHALENE,16,Aryl Halides
91-59-8,BETA-NAPHTHYLAMINE,13,"Amines, Aromatic"
91-62-3,6-METHYLQUINOLINE,14;35,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic"
91-63-4,QUINALDINE,14,"Amines, Phosphines, and Pyridines"
91-64-5,COUMARIN,27;35,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aromatic"
91-68-9,3-DIETHYLAMINOPHENOL,14;55,"Amines, Phosphines, and Pyridines;Phenols and Cresols"
91-80-5,METHAPYRILENE,14;64,"Amines, Phosphines, and Pyridines;Sulfides, Organic"
91-81-6,TRIPELENAMINE,14,"Amines, Phosphines, and Pyridines"
91-84-9,PYRILAMINE,14,"Amines, Phosphines, and Pyridines"
91-85-0,THONZYLAMINE,14,"Amines, Phosphines, and Pyridines"
91-93-0,"3,3&#39;-DIMETHOXYBENZIDINE-4,4&#39;-DIISOCYANATE",28;37,Ethers;Isocyanates and Isothiocyanates
91-94-1,"3,3&#39;-DICHLOROBENZIDINE",13;16,"Amines, Aromatic;Aryl Halides"
91-97-4,"3,3&#39;-DIMETHYL-4,4&#39;-DIPHENYLENE DIISOCYANATE",37,Isocyanates and Isothiocyanates
915-67-3,AMARANTH,17;55;61;66,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
91724-16-2,STRONTIUM ARSENITE,61,"Salts, Basic"
919-86-8,DEMETON-S-METHYL,27;64,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic"
92-06-8,M-TERPHENYL,35,"Hydrocarbons, Aromatic"
92-36-4,2-(4-AMINOPHENYL)-6-METHYLBENZOTHIAZOLE,13;64,"Amines, Aromatic;Sulfides, Organic"
92-48-8,6-METHYLCOUMARIN,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
92-52-4,BIPHENYL,35,"Hydrocarbons, Aromatic"
92-59-1,N-ETHYL-N-BENZYLANILINE,13,"Amines, Aromatic"
92-66-0,4-BROMOBIPHENYL,16,Aryl Halides
92-67-1,4-AMINOBIPHENYL,13,"Amines, Aromatic"
92-84-2,PHENOTHIAZINE,14;64,"Amines, Phosphines, and Pyridines;Sulfides, Organic"
92-87-5,BENZIDINE,13,"Amines, Aromatic"
92-93-3,4-NITROBIPHENYL,35;46,"Hydrocarbons, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
92-94-4,P-TERPHENYL,35,"Hydrocarbons, Aromatic"
920-37-6,2-CHLOROACRYLONITRILE,31;34;45;56,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated;Nitriles;Polymerizable Compounds"
920-46-7,METHACRYLOYL CHLORIDE,6;7;56,"Acrylates and Acrylic Acids;Acyl Halides, Sulfonyl Halides, and Chloroformates;Polymerizable Compounds"
921-09-5,"1,1,2,3-TETRACHLOROBUTADIENE",23;31;34,"Conjugated Dienes;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
924-16-3,N-NITROSODI-N-BUTYLAMINE,17;46,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
924-42-5,N-METHYLOLACRYLAMIDE,6;8;12;56;68,Acrylates and Acrylic Acids;Alcohols and Polyols;Amides and Imides;Polymerizable Compounds;Water and Aqueous Solutions
926-56-7,METHYLPENTADIENE,23;34;56,"Conjugated Dienes;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds"
926-63-6,DIMETHYL-N-PROPYLAMINE,14,"Amines, Phosphines, and Pyridines"
926-64-7,2-DIMETHYLAMINOACETONITRILE,14;45,"Amines, Phosphines, and Pyridines;Nitriles"
927-07-1,TERT-BUTYL PEROXYPIVALATE,53,"Peroxides, Organic"
929-06-6,2-(2-AMINOETHOXY)ETHANOL,8;14,"Alcohols and Polyols;Amines, Phosphines, and Pyridines"
93-05-0,"N,N-DIETHYL-P-PHENYLENEDIAMINE",13,"Amines, Aromatic"
93-15-2,METHYLEUGENOL,28;34,"Ethers;Hydrocarbons, Aliphatic Unsaturated"
93-43-6,2-NAPHTHYL LACTATE,8;27,"Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
93-45-8,4-(2-NAPHTHYLAMINO)PHENOL,14;55,"Amines, Phosphines, and Pyridines;Phenols and Cresols"
93-46-9,"N,N&#39;-DI-2-NAPHTHYL-P-PHENYLENEDIAMINE",14;35,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic"
93-65-2,MECOPROP,2;16,"Acids, Carboxylic;Aryl Halides"
93-71-0,RANDOX,12;31;34,"Amides and Imides;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
93-72-1,"2,4,5-TRICHLOROPHENOXYPROPIONIC ACID",2;16;28;31,"Acids, Carboxylic;Aryl Halides;Ethers;Halogenated Organic Compounds"
93-76-5,"2,4,5-TRICHLOROPHENOXYACETIC ACID",2;16;28;31,"Acids, Carboxylic;Aryl Halides;Ethers;Halogenated Organic Compounds"
93-79-8,"2,4,5-T, N-BUTYL ESTER",16;27;28,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
930-37-0,METHYL GLYCIDYL ETHER,26;28,Epoxides;Ethers
930-55-2,N-NITROSOPYRROLIDINE,17;46,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
931-97-5,CYCLOHEXANONE CYANOHYDRIN,8;45,Alcohols and Polyols;Nitriles
932-64-9,NITROTRIAZOLONE &lt;OR&gt; NTO,12;17;46,"Amides and Imides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
933-75-5,"2,3,6-TRICHLOROPHENOL",5;16;55,"Acids, Weak;Aryl Halides;Phenols and Cresols"
933-78-8,"2,3,5-TRICHLOROPHENOL",5;16;55,"Acids, Weak;Aryl Halides;Phenols and Cresols"
934-32-7,2-AMINOBENZIMIDAZOLE,14,"Amines, Phosphines, and Pyridines"
935-95-5,"2,3,5,6-TETRACHLOROPHENOL",5;16;55,"Acids, Weak;Aryl Halides;Phenols and Cresols"
937-14-4,3-CHLOROPEROXYBENZOIC ACID,5;31;53,"Acids, Weak;Halogenated Organic Compounds;Peroxides, Organic"
938-73-8,2-ETHOXYBENZAMIDE,12,Amides and Imides
939-27-5,2-ETHYLNAPHTHALENE,35,"Hydrocarbons, Aromatic"
94-13-3,PROPYL-4-HYDROXYBENZOATE,27;55,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Phenols and Cresols"
94-17-7,P-CHLOROBENZOYL PEROXIDE,16;53,"Aryl Halides;Peroxides, Organic"
94-20-2,CHLOROPROPAMIDE,12;16;66,"Amides and Imides;Aryl Halides;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
94-25-7,N-BUTYL-P-AMINOBENZOATE,13;27,"Amines, Aromatic;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
94-26-8,N-BUTYL-P-HYDROXYBENZOATE,27;55,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Phenols and Cresols"
94-36-0,BENZOYL PEROXIDE,53,"Peroxides, Organic"
94-45-1,2-AMINO-6-ETHOXYBENZOTHIAZOLE,14;64,"Amines, Phosphines, and Pyridines;Sulfides, Organic"
94-51-9,DIPROPYLENE GLYCOL DIBENZOATE,27;28,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
94-52-0,6-NITROBENZIMIDAZOLE,14;46,"Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
94-58-6,DIHYDROSAFROLE,28;35,"Ethers;Hydrocarbons, Aromatic"
94-59-7,SAFROLE,1;28;34,"Acetals, Ketals, Hemiacetals, and Hemiketals;Ethers;Hydrocarbons, Aliphatic Unsaturated"
94-70-2,O-PHENETIDINE,13,"Amines, Aromatic"
94-74-6,METHOXONE,2;16,"Acids, Carboxylic;Aryl Halides"
94-75-7,"2,4-DICHLOROPHENOXYACETIC ACID",2;16;31,"Acids, Carboxylic;Aryl Halides;Halogenated Organic Compounds"
94-80-4,"2,4-D, N-BUTYL ESTER",16;27;28,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
94-82-6,"2,4-DB",2;31,"Acids, Carboxylic;Halogenated Organic Compounds"
941-69-5,N-PHENYLMALEIMIDE,12;13;34,"Amides and Imides;Amines, Aromatic;Hydrocarbons, Aliphatic Unsaturated"
944-22-9,FONOFOS,66,"Sulfonates, Phosphonates, and Thiophosphonates, Organic"
947-02-4,PHOSFOLAN,14;27;64,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic"
947-08-0,THIOBUTABARBITAL SODIUM,14;61;64,"Amines, Phosphines, and Pyridines;Salts, Basic;Sulfides, Organic"
95-06-7,SULFALLATE,31;34;67,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated;Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts"
95-08-9,TRIETHYLENE GLYCOL DI-(2-ETHYLBUTYRATE),27;28,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
95-14-7,"1,2,3-BENZOTRIAZOLE",17;35,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Hydrocarbons, Aromatic"
95-19-2,HEPTADECYL HYDROXYETHYLIMIDAZOLINE,8;14,"Alcohols and Polyols;Amines, Phosphines, and Pyridines"
95-46-5,O-BROMOTOLUENE,16,Aryl Halides
95-51-2,O-CHLOROANILINE,13;16,"Amines, Aromatic;Aryl Halides"
95-54-5,"1,2-PHENYLENEDIAMINE",13,"Amines, Aromatic"
95-55-6,O-AMINOPHENOL,13;55,"Amines, Aromatic;Phenols and Cresols"
95-64-7,"3,4-XYLIDINE",13,"Amines, Aromatic"
95-65-8,"3,4-DIMETHYLPHENOL",55,Phenols and Cresols
95-68-1,"2,4-XYLIDINE",13,"Amines, Aromatic"
95-69-2,4-CHLORO-O-TOLUIDINE,13;16,"Amines, Aromatic;Aryl Halides"
95-73-8,"2,4-DICHLOROTOLUENE",16,Aryl Halides
95-74-9,3-CHLORO-P-TOLUIDINE,13;16,"Amines, Aromatic;Aryl Halides"
95-76-1,"3,4-DICHLOROANILINE",13;16,"Amines, Aromatic;Aryl Halides"
95-77-2,"3,4-DICHLOROPHENOL",16;55,Aryl Halides;Phenols and Cresols
95-78-3,"2,5-XYLIDINE",13,"Amines, Aromatic"
95-82-9,"2,5-DICHLOROANILINE",13;16,"Amines, Aromatic;Aryl Halides"
95-83-0,4-CHLORO-O-PHENYLENEDIAMINE,13;16,"Amines, Aromatic;Aryl Halides"
95-84-1,2-AMINO-4-METHYLPHENOL,13;55,"Amines, Aromatic;Phenols and Cresols"
95-85-2,2-AMINO-4-CHLOROPHENOL,13;16;55,"Amines, Aromatic;Aryl Halides;Phenols and Cresols"
95-87-4,"2,5-DIMETHYLPHENOL",55,Phenols and Cresols
95-93-2,"1,2,4,5-TETRAMETHYLBENZENE",35,"Hydrocarbons, Aromatic"
95-94-3,"1,2,4,5-TETRACHLOROBENZENE",16,Aryl Halides
95-95-4,"2,4,5-TRICHLOROPHENOL",5;16;55,"Acids, Weak;Aryl Halides;Phenols and Cresols"
950-10-7,MEPHOSFOLAN,14;27;64,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic"
950-37-8,METHIDATHION,17;27;64,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic"
952-23-8,PROFLAVINE HYDROCHLORIDE,14;60,"Amines, Phosphines, and Pyridines;Salts, Acidic"
957-51-7,DIPHENAMID,12,Amides and Imides
958-93-0,THENYLDIAMINE HYDROCHLORIDE,23;60;64,"Conjugated Dienes;Salts, Acidic;Sulfides, Organic"
959-98-8,ALPHA - ENDOSULFAN,27;31;34,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
96-09-3,STYRENE OXIDE,26;35;56,"Epoxides;Hydrocarbons, Aromatic;Polymerizable Compounds"
96-13-9,"2,3-DIBROMO-1-PROPANOL",8;31,Alcohols and Polyols;Halogenated Organic Compounds
96-19-5,"1,2,3-TRICHLOROPROPENE",31;34,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
96-31-1,"N,N&#39;-DIMETHYLUREA",12,Amides and Imides
96-41-3,CYCLOPENTANOL,8,Alcohols and Polyols
96-45-7,ETHYLENE THIOUREA,12;64,"Amides and Imides;Sulfides, Organic"
96-50-4,2-AMINOTHIAZOLE,14;64,"Amines, Phosphines, and Pyridines;Sulfides, Organic"
96-64-0,SOMAN,7;66,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
96-67-3,6-AMINO-4-NITRO-1-PHENOL-2-SULFONIC ACID,4;14;46;55,"Acids, Strong Oxidizing;Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols"
96-69-5,"4,4&#39;-THIOBIS(6-TERT-BUTYL-M-CRESOL)",55;64,"Phenols and Cresols;Sulfides, Organic"
96-91-3,"2-AMINO-4,6-DINITROPHENOL",13;46;55;68,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols;Water and Aqueous Solutions"
96-93-5,2-AMINO-6-NITRO-1-PHENOL-4-SULFONIC ACID,5;13;46,"Acids, Weak;Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
96-98-0,4-METHYL-3-NITROBENZOIC ACID,2;46,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
961-11-5,TETRACHLORVINPHOS,16;27;31,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Halogenated Organic Compounds"
961-71-7,PHENBENZAMINE,14,"Amines, Phosphines, and Pyridines"
96196-27-9,"2,2&#39;-DIMETHYLBENZIDINE HYDROCHLORIDE",60,"Salts, Acidic"
963-89-3,"7,9-DIMETHYLBENZ(C)ACRIDINE",14;35,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic"
968-81-0,ACETOHEXAMIDE,12;38;66,"Amides and Imides;Ketones;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
97-00-7,"1-CHLORO-2,4-DINITROBENZENE",16;46,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
97-02-9,"2,4-DINITROANILINE",13;46,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
97-18-7,"2,2&#39;-THIOBIS(4,6-DICHLOROPHENOL)",16;55;64,"Aryl Halides;Phenols and Cresols;Sulfides, Organic"
97-23-4,DICHLOROPHENE,16;55,Aryl Halides;Phenols and Cresols
97-24-5,"2,2&#39;-THIOBIS(4-CHLOROPHENOL)",16;55;64,"Aryl Halides;Phenols and Cresols;Sulfides, Organic"
97-32-5,4-METHOXY-3-NITRO-N-PHENYLBENZAMIDE,12;13;46,"Amides and Imides;Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
97-42-7,CARVYL ACETATE,27;34,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
97-53-0,EUGENOL,34;55,"Hydrocarbons, Aliphatic Unsaturated;Phenols and Cresols"
97-54-1,ISOEUGENOL,34;55,"Hydrocarbons, Aliphatic Unsaturated;Phenols and Cresols"
97-56-3,O-AMINOAZOTOLUENE,13;17,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds"
97-77-8,TETRAETHYLTHIURAM DISULFIDE,64;67,"Sulfides, Organic;Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts"
97-96-1,2-ETHYLBUTYRALDEHYDE,9,Aldehydes
98-05-5,BENZENEARSONIC ACID,5,"Acids, Weak"
98-11-3,BENZENESULFONIC ACID,4,"Acids, Strong Oxidizing"
98-12-4,CYCLOHEXYLTRICHLOROSILANE,22,Chlorosilanes
98-15-7,M-CHLOROBENZOTRIFLUORIDE,16;30;31,Aryl Halides;Fluorinated Organic Compounds;Halogenated Organic Compounds
98-30-6,2-AMINO-4-(METHYLSULFONYL)PHENOL,13;55;66,"Amines, Aromatic;Phenols and Cresols;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
98-37-3,2-AMINOPHENOL-4-SULFONIC ACID,5;13,"Acids, Weak;Amines, Aromatic"
98-46-4,"3-NITRO-ALPHA,ALPHA,ALPHA-TRIFLUOROTOLUENE",30;46,"Fluorinated Organic Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
98-51-1,P-TERT-BUTYLTOLUENE,35,"Hydrocarbons, Aromatic"
98-54-4,4-TERT-BUTYL PHENOL,55,Phenols and Cresols
98-59-9,P-TOLUENE SULFONYLCHLORIDE,7;32,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenating Agents"
98-92-0,NICOTINAMIDE,12;14,"Amides and Imides;Amines, Phosphines, and Pyridines"
98-96-4,PYRAZINAMIDE,12;14,"Amides and Imides;Amines, Phosphines, and Pyridines"
98136-99-3,BROMOCHLOROACETALDEHYDE,9;31,Aldehydes;Halogenated Organic Compounds
982-57-0,CHLORAMPHENICOL SODIUM SUCCINATE,8;12;27;31;46,"Alcohols and Polyols;Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Halogenated Organic Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
98205-29-9,NITROGUANIDINE NITRATE,14;17;46,"Amines, Phosphines, and Pyridines;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
98516-30-4,ETHOXYPROPYL ACETATE,27;28,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
989-38-8,C.I. BASIC RED 1,13;27;60,"Amines, Aromatic;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Salts, Acidic"
99-04-7,M-TOLUIC ACID,2,"Acids, Carboxylic"
99-07-0,3-DIMETHYLAMINOPHENOL,14;55,"Amines, Phosphines, and Pyridines;Phenols and Cresols"
